keyword,page,position,id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
laptop,3,33,1C50HRNAP73N,Laptop Computers,"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6” FHD 144Hz, Nvidia RTX 4050, AMD Ryzen 7, 16GB DDR5, 1TB PCIe SSD, Win 11, FA507NU-DS74",ASUS,5,,"The ASUS TUF Gaming A15 is a powerful gaming laptop designed to deliver high performance and reliability. With a Windows 11 operating system, an AMD Ryzen 7000 Series CPU, and an NVIDIA GeForce RTX 40 Series Laptop GPU, it is ready for anything. The DDR5-4800MHz memory and PCIe 4.0 storage make multitasking faster and loading times quicker. Its FHD 144Hz display with 100% sRGB color and Adaptive Sync tech provides ultra-smooth and lifelike gameplay. The TUF is equipped with a pair of 84-blade Arc Flow Fans™ to improve cooling performance without extra noise. The MUX Switch with Advanced Optimus technology allows for automatic switching between iGPU and dGPU based on the task, optimizing battery life. The laptop has undergone rigorous MIL-STD-810H tests to ensure reliability, making it military-grade tough.",https://i5.walmartimages.com/seo/ASUS-TUF-Gaming-A15-2023-Gaming-Laptop-15-6-FHD-144Hz-Nvidia-RTX-4050-AMD-Ryzen-7-16GB-DDR5-1TB-PCIe-SSD-Win-11-FA507NU-DS74_47fb3ce5-ab6e-44e8-891a-207edc99d562.9d3cad5622dc8c4930c21ec8dec53f6c.jpeg,1079,USD
laptop,3,32,6UEQHMJC684G,Laptop Computers,"HP 15.6"" Business Laptop, Anti-Glare HD Laptop, Intel Pentium Processor, 8 GB RAM, 128 GB Universal Flash Storage, Intel UHD Graphics, 1 Year Office, Win 11 Home, Wi-Fi 6, Red, Hotface 32GB USB Card",HP,,,"<p>
 HP 15.6"" Business Laptop, Anti-Glare HD Laptop, Intel Pentium Processor, Intel UHD Graphics, Camera Privacy Shutter, Microphone Mute Key, One-year Microsoft 365 Subscription, HP QuickDrop Wireless File Transfer, Windows 11 Home, Wi-Fi 6<br>
<br>
Specifications:<br>
Brand: HP<br>
Model Name: HP<br>
Screen Size: 15.6 Inches<br>
Hard Disk Size: 128 GB<br>
CPU Model: Pentium<br>
Ram Memory Installed Size: 8 GB<br>
Operating System: Windows 11 Home in S mode<br>
Special Feature: Anti Glare Coating<br>
Graphics Card Description: Integrated
</p>",https://i5.walmartimages.com/seo/HP-15-6-Business-Laptop-Anti-Glare-HD-Intel-Pentium-Processor-8-GB-RAM-128-Universal-Flash-Storage-UHD-Graphics-1-Year-Office-Win-11-Home-Wi-Fi-6-Red_77df260b-7be2-4c1e-964e-05ff400a71dd.2c02344f9852826985b2ff3e0748711c.png,348.99,USD
laptop,3,31,6ALZG8B5YFUU,Laptop Computers,"HP Laptop, 15.6"" diagonal HD Display, Intel Pentium Gold 6405U Processor, 16GB RAM, 1TB SSD, Intel UHD Graphics, Bluetooth 4.2, Wi-Fi, Windows 10 Home S Mode",HP,4.5,,"<p>Product Description</p>

<p>Statement:</p>

<p>Original Seal is opened for upgrade ONLY. If the computer has modifications, then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised.</p>

<p>Brand:</p>

<p>HP</p>

<p>Type:</p>

<p>Notebook</p>

<p>Operating System:</p>

<p>Windows 10 Home in S Mode</p>

<p>Processor:</p>

<p>Intel Pentium Gold 6405U</p>

<p>Processor Core:</p>

<p>2-Core</p>

<p>Graphics:</p>

<p>Integrated Intel UHD Graphics 605</p>

<p>Memory:</p>

<p>16GB RAM</p>

<p>Hard Drive:</p>

<p>1TB Solid State Drive</p>

<p>Type of Memory (RAM):</p>

<p>DDR4 2400</p>

<p>Communication:</p>

<p>Wi-Fi and Bluetooth 4.2</p>

<p>Network:</p>

<p>Integrated 10/100/1000 GbE LAN</p>

<p>Display:</p>

<p>15.6"" diagonal HD SVA BrightView micro-edge WLED-backlit, 220 nits, 45% NTSC (1366 x 768)</p>

<p>Ports:</p>

<p>1x USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate)</p>

<p>2x USB 3.1 Gen 1 Type-A (Data Transfer Only)</p>

<p>1x RJ-45</p>

<p>1x AC smart pin</p>

<p>1x HDMI</p>

<p>1x Headphone/Microphone combo</p>

<p>Dimensions:</p>

<p>14.11 x 9.52 x 0.78 in</p>

<p>Weight:</p>

<p>3.93  lbs</p>",https://i5.walmartimages.com/seo/HP-Laptop-15-6-diagonal-HD-Display-Intel-Pentium-Gold-6405U-Processor-16GB-RAM-1TB-SSD-UHD-Graphics-Bluetooth-4-2-Wi-Fi-Windows-10-Home-S-Mode_966c3d69-cf93-46e5-b78e-1465537b8ee8.c972e70aef7410b243718967a749e5ae.jpeg,499.99,USD
laptop,3,30,2Y26R0B4TYKG,Laptop Computers,"ASUS ROG Zephyrus Duo Gaming Laptop, 16” QHD, NVIDIA RTX 4080, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB SSD, Win 11 Pro, GX650PZ-XS96",ASUS,,,"Expand your creative and gaming horizons with the groundbreaking Zephyrus Duo 16, which features a ROG ScreenPad Plus secondary display and Mini LED main display that takes the Windows 11 Pro experience to new heights. Innovative cooling with liquid metal and a groundbreaking thermal design unleashes peak power from the latest AMD Ryzen 7000 Series CPUs and NVIDIA GeForce RTX 40 Series GPUs. Supremely portable with a high-capacity 90Wh battery, you can create, play, and stay productive anywhere.",https://i5.walmartimages.com/seo/ASUS-ROG-Zephyrus-Duo-Gaming-Laptop-16-QHD-NVIDIA-RTX-4080-AMD-Ryzen-9-7945HX-32GB-DDR5-1TB-SSD-Win-11-Pro-GX650PZ-XS96_07e3f298-49eb-443a-9ce7-2b8008b93b25.1e819dec25db39906263013e8c936c85.jpeg,3299,USD
laptop,3,29,3P8VVX2I8O13,Laptop Computers,"MSI Katana GF66 Gaming Laptop, 15.6"" FHD 240Hz, Intel Core i9-12900H, NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Windows 11 Home, Katana GF66 12UGSOK-1046",MSI,4.7,,"MSI Katana GF66 Gaming Laptop, 15.6"" FHD 240Hz, Intel Core i9-12900H, NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Windows 11 Home, Katana GF66 12UGSOK-1046",https://i5.walmartimages.com/seo/MSI-Katana-GF66-Gaming-Laptop-15-6-FHD-240Hz-Intel-Core-i9-12900H-NVIDIA-GeForce-RTX-3070-Ti-16GB-RAM-1TB-SSD-Windows-11-Home-12UGSOK-1046_3856f858-f3d4-4d12-b6fc-ce71b6539e43.26200b75b9b0a5e1a75db4883cdb9b51.jpeg,1499.99,USD
laptop,3,28,407ZARRNWAVB,Laptop Computers,"HP Envy 15.6"" x360 Touch Laptop, Intel Core i5-1240P, 8GB RAM, 512GB SSD, Natural Silver, Windows 11 Home, 15-es2050wm",HP,4.4,,"Make your next masterpiece with the power of the ENVY x360 15 2-in-1 PC. The dazzling high definition screen shows colors accurately, and you can bend the screen a full 360 degrees to present your work for feedback or simply show off your creativity. Use your ENVY Convertible Laptop for staying in touch with loved ones in a secure way, with privacy and security hotkeys in one area.",https://i5.walmartimages.com/seo/HP-Envy-15-6-x360-Touch-Laptop-Intel-Core-i5-1240P-8GB-RAM-512GB-SSD-Natural-Silver-Windows-11-Home-15-es2050wm_7ea9eeec-429b-4aef-9c03-b43062b550a3.be1fcedad805d84ba0a854ef0ef878fb.jpeg,699,USD
laptop,3,27,6SO69Z6IG7B6,Laptop Computers,"MSI GF63 Thin 15.6"" Gaming Laptop, Intel Core i5-11400H, NVIDIA GeForce GTX 1650, 8GB Memory, 256GB NVMe SSD, Windows 11, 11SC-693",MSI,4.3,,"MSI GF63 Thin 11SC-693 15.6"" Gaming Laptop, Intel Core i5-11400H, NVIDIA GeForce GTX 1650, 8GB Memory, 256GB NVMe SSD, Windows 11",https://i5.walmartimages.com/seo/MSI-GF63-Thin-15-6-Gaming-Laptop-Intel-Core-i5-11400H-NVIDIA-GeForce-GTX-1650-8GB-Memory-256GB-NVMe-SSD-Windows-11-11SC-693_6dd952b3-a2f0-49de-8598-fc0dce24c4ce.7ab6e5b54e52d8fdbdb91a9c9d85bbf3.jpeg,609,USD
laptop,3,26,3H9TZJ11L2LD,Laptop Computers,"HP Laptop Computer, 15.6"" HD Display, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, Intel UHD Graphics, Bluetooth 4.2, Wi-Fi, Webcam, Windows 10 Home S Mode, Scarlet Red",HP,4.8,,"<p>Statement:</p>

<p>Original Seal is opened for upgrade ONLY. If the computer has modifications, then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised.</p>

<p>Type:</p>

<p>Notebook</p>

<p>Operating System:</p>

<p>Windows 10 Home in S Mode</p>

<p>Processor:</p>

<p>Intel Pentium Silver N5000</p>

<p>Processor Core:</p>

<p>4-Core</p>

<p>Graphics:</p>

<p>Integrated Intel UHD Graphics 605</p>

<p>Chipset:</p>

<p>Intel Integrated SoC</p>

<p>Memory:</p>

<p>16GB RAM</p>

<p>Hard Drive:</p>

<p>1TB Solid State Drive</p>

<p>Type of Memory (RAM):</p>

<p>DDR4 2400</p>

<p>Communication:</p>

<p>Wi-Fi and Bluetooth 4.2</p>

<p>Network:</p>

<p>Integrated 10/100/1000 GbE LAN</p>

<p>Display:</p>

<p>15.6"" diagonal HD SVA BrightView micro-edge WLED-backlit, 220 nits, 45% NTSC (1366 x 768)</p>

<p>Ports:</p>

<p>1x USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate)</p>

<p>2x USB 3.1 Gen 1 Type-A (Data Transfer Only)</p>

<p>1x RJ-45</p>

<p>1x AC smart pin</p>

<p>1x HDMI</p>

<p>1x Headphone/Microphone combo</p>",https://i5.walmartimages.com/seo/HP-Laptop-Computer-15-6-HD-Display-Intel-Quad-core-Pentium-Processor-16GB-RAM-1TB-SSD-UHD-Graphics-Bluetooth-4-2-Wi-Fi-Webcam-Windows-10-Home-S-Mode_923262b9-99f0-4777-93b0-271c98f31909.a037baa1834c099fe40f6951018d264c.jpeg,509,USD
laptop,3,25,479BIF4UUWO3,Laptop Computers,"Acer Spin 513 Chromebook, 13.3"" FHD IPS Multi-Touch Corning Gorilla Glass Display, Qualcomm Snapdragon 7c Compute Platform, 4GB RAM, 64GB eMMC, CP513-1H-S60F",Acer,4.4,,"Acer Chromebook Spin 513 CP513-1H-S60F, 13.3"" (1920 x 1080) Full HD IPS Multi-Touch Corning Gorilla Glass Display, Qualcomm® Snapdragon™ 7c Compute Platform, 4GB LPDDR4X, 64GB eMMC, 802.11ac WiFi 5, HD Webcam (1280 x 720), Convertible, Corning Gorilla Glass Touchpad, Chrome OS",https://i5.walmartimages.com/seo/Acer-Spin-513-Chromebook-13-3-FHD-IPS-Multi-Touch-Corning-Gorilla-Glass-Display-Qualcomm-Snapdragon-7c-Compute-Platform-4GB-RAM-64GB-eMMC-CP513-1H-S6_1d04bfa1-03a1-464a-be75-cfa11d87a3ea.c7d2f4d53d492772aa823b0c313cbd99.jpeg,210.92,USD
laptop,3,24,3H69ZBSST0HC,Laptop Computers,"CHUWI LapBook Pro 14.1"" Laptop,256GB SSD 8GB LPDDR4 RAM,Intel Gemini-Lake N4100,Windows 10 Notebook Computer,1920*1080,Bluetooth 4.0,WIFI ,Full Metal",Chuwi,3.4,,"<p><b>[High Performance Processor]:</b>&nbsp;Equipped with a Core N4100 processor, it can be easily controlled for daily office work and gaming, with a frequency of 2.4GHz. In addition,&nbsp; the integrated Intel® UHD Graphics 600&nbsp;delivers superior
    performance in graphic processing.</p>
<p><b>[Vibrant Screen Display]:</b>Equipped with a 14-inch 1920*1080 resolution IPS display, this product displays vivid colors&nbsp;&nbsp;&nbsp; and vibrant images all over the entire surface with great attention to detail and creates an amazing visual
    experience. 16:9 aspect ratio also increases productivity.</p>
<p><b>[Large Capacity Memory and Storage]:</b>8GB memory, can load more tasks. 256GB high speed SSD allows office work and video clips to be processed faster without delay, improving efficiency. It can replace up to 1TB M.2 SSD (not included&nbsp;&nbsp;&nbsp;
    or sold separately) to keep important data files fully stored.</p>
<p><b>【Light &amp; Thin Body】:</b>Whole body approx 2.88lbs and thickness is 0.22"", is engineered for superior heat and impact resistance. The full-sized keyboard and large trackpad combination provides a comfortable typing experience.&nbsp; Durable and
    lightweight design makes it perfect for home or travel.</p>",https://i5.walmartimages.com/seo/CHUWI-LapBook-Pro-14-1-Laptop-256GB-SSD-8GB-LPDDR4-RAM-Intel-Gemini-Lake-N4100-Windows-10-Notebook-Computer-1920-1080-Bluetooth-4-0-WIFI-Full-Metal_00dbae4b-cc29-4f22-943f-fdde853eb7bb.e7332c2d12de8734c88928c977d1d2fa.jpeg,189,USD
laptop,3,23,6FLPLZSOEKXW,Laptop Computers,"Windows 10 Home Laptop Computer, XOPPOX 2022 Newest 13.5"" UHD 3000 x 2000 Clear Screen PC Laptops with Intel Celeron N4020 Dual Core 8GB RAM 128GB SSD for Students School Office, Gray",XOPPOX,4.5,,"<p>XOPPOX 13.5 Student PC Laptops</p>
<p>Debulk your backpack and blast through your day with this slim and lightweight 13.5-inch laptop with Windows 10 Home, powered by an Intel Celeron N4020 processor and 8GB RAM/128GB SSD.Designed to make essential computing simple, it balances HD screen fidelity with a compact desktop footprint that makes itself at home even in the smallest workspaces.</p>
<p>Series: KF1305</p>
<p>Brand: XOPPOX</p>
<p>Specific Uses For Product: Multimedia, Personal, Business</p>
<p>Screen Size: 13.5 Inches</p>
<p>Operating System: Windows 10 Home</p>
<p>Human Interface Input: Keyboard</p>
<p>CPU:Intel Celeron N4020, 1.1GHz~2.8GHz</p>
<p>GPU:Intel UHD Graphics 600</p>
<p>RAM:8GB LPDDR4</p>
<p>Memory: 128GB SSD</p>
<p>Screen:13.5"" 3000×2000 IPS</p>
<p>Battery: 5000 mAh,8 hours Last Time</p>
<p>0.3"" Micro-edge Bezels</p>
<p>Slim and Lightweight Design</p>
<p><br></p>
<p><b>Performance At Its Core: </b>Featuring Windows 10 Home and dual-core Intel Celeron Gemini Lake N4020 CPU(base frequency 1.1GHz, up to 2.8 GHz), the perfect combination of performance and power consumption helps your laptop computer run smoothly and reliably, you can enjoy videos or browse online efficiently</p>
<p><br></p>
<p><b>Narrow Bezels 3K IPS Screen:</b> 13.5"" Full HD 3000 x 2000 IPS clear display boasts impressive color and superior clarity. The 0.3inch Micro-edge bezel for wide viewing angles, making this Windows 10 chromebook laptop suitable for reading articles, browsing websites, and watch ing movies and series</p>
<p><br></p>
<p><b>Premium Storage for Intense Multitasking: </b>Powered by 8GB DDR4 RAM and 128GB SSD storage, the XOPPOX notebook offers an ideal platform for addressing various productivity and business tasks. With the Micro-SD(up to 256 GB) card slot, you can add and swap extra storage as required</p>
<p><br></p>
<p><b>Stay Connected Anywhere: </b>Video conferences, telecommuting, online classes, watching dramas at home can't do without stable WiFi5. Built-in 2.4G WiFi with IEEE 802.11 ac/b/g/n keeps XOPPOX business laptop going strong even as more devices join the network. Bluetooth 4.0 makes it free to connect with your Bluetooth speakers/earphones. Easy to connect with your TV or projector via HDMI, and the full-function Type-C port can support extending to connect with more USB ports</p>
<p><br></p>
<p><b>External Ports Meet All You Need: </b>Ready to connect to all your peripherals, this student laptop has connections in all the right places, including 1 x Type-C port, 2 x USB 3.0 ports, 1 x Micro HDMI, 1 x Headphone/ Microphone Combo Jack, 1 x DC port, and 1 x micro SD slot. With the lightest and slim design(weighs 2.58 lb and less than 1 inch thick), and up to 10 hours-lasting battery life gives you the flexibility to work or play</p>",https://i5.walmartimages.com/seo/Windows-10-Home-Laptop-Computer-XOPPOX-2022-Newest-13-5-UHD-3000-x-2000-Clear-Screen-PC-Laptops-Intel-Celeron-N4020-Dual-Core-8GB-RAM-128GB-SSD-Stude_827bf3a3-8955-4855-b794-0808ec13cba8.fb66c09e2c1f79510965a33e067b9e1d.jpeg,239.99,USD
