keyword,page,position,id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
laptop,1,36,69MTCSOBC821,Laptop Computers,"HP 14"" Laptop, Intel Core i3-1115G4, 4GB RAM, 128G SSD, Natural Silver, Windows 11 Home in S mode, 14-dq2031wm",HP,3.9,,"Take this HP 14"" Laptop anywhere, knowing you have the power of an Intel processor and 6.5mm micro-edge bezel display. Work, watch, and stay connected all day with the combination of long-lasting battery life and quick charging capability. The thin and light design is made for portability.",https://i5.walmartimages.com/seo/HP-14-Laptop-Intel-Core-i3-1115G4-4GB-RAM-128G-SSD-Natural-Silver-Windows-11-Home-in-S-mode-14-dq2031wm_d3df6009-cc66-44f8-b45e-16b8cb670e8c.22c4512667d72a24e1a97ba67bd5fc0d.jpeg,329,USD
laptop,1,34,34KTMPZ7JN61,Laptop Computers,"HP 15.6"" FHD Touch Laptop, AMD Ryzen 7 5700U, 16GB RAM, 512GB SSD, Silver, Win 11 Home, 15-ef2747wm",HP,4.2,,"Designed to keep you productive and entertained from anywhere, the HP 15.6 inch laptop combines long lasting battery life with a thin micro-edge bezel design. The HP 15"" Laptop is thin, light, and designed to travel. See more of your photos, videos and projects on a 6.5 mm micro-edge FHD touch display. Powerful enough for your busiest days, this laptop features an AMD Ryzen 7 processor and a solid state drive for speedy boot-up and overall experience. Save more of what you love with storage of 512GB SSD. Work, watch, and stay connected all day with 9 hours and 30 minutes of battery life and HP Fast Charge technology. Integrated precision touchpad with multi-touch support speeds up navigation and productivity. Seamlessly and securely log into your device with the touch of your finger.  12-month Microsoft 365 Personal subscription included with this PC; activation required.",https://i5.walmartimages.com/seo/HP-15-6-FHD-Touch-Laptop-AMD-Ryzen-7-5700U-16GB-RAM-512GB-SSD-Silver-Win-11-Home-15-ef2747wm_fe85eb3e-85f9-4ab1-b210-289f86a1af55.71be27342cf976835a4376f490abd489.jpeg,458,USD
laptop,1,33,2S85ATXPMQN4,Laptop Computers,"HP 14"" FHD Pavilion x360 Laptop, Intel Core i5-1235U, 8GB, 256GB, Silver, Windows 11, 14-dy2050wm",HP,4,,"HP's most compact x360 2-in-1 laptop is built for streaming and getting more done wherever you go. The 360-degree hinge makes the screen fully rotatable so you can binge your favorite entertainment in any position. Staying connected is a breeze with strong Wi-Fi 6 connectivity, wide-angle HD camera with dual array digital microphone, and long battery life that lasts all day. The dynamic 12th Generation Intel Core processor distributes impressive performance for everything you need your HP Pavilion to do.",https://i5.walmartimages.com/seo/HP-14-FHD-Pavilion-x360-Laptop-Intel-Core-i5-1235U-8GB-256GB-Silver-Windows-11-14-dy2050wm_9adc6605-4ea2-49c9-bde6-1f1a5dc9f223.ecb64e26e4509f917e2d41d07ae79790.jpeg,443.9,USD
laptop,1,32,6HPRESSEOWDI,Laptop Computers,"HP 15.6"" Laptop, Intel Processor N200 (Pentium), 4GB RAM, 128GB UFS, Natural Silver, Windows 11 Home in S Mode, 15-fd0081wm",HP,4,,"Say hello to the most reliable PC that easily passes the vibe check. HP 15"" Laptop is built with dependable technology, next-level power, and rock-solid performance that turns your to-do lists into to-done lists. Go from shopping to streaming to keeping up with friends all at the speed of fun. With HP PCs, you get more ‘oomph’ from your computer with less ‘oof’ from your wallet, so you can take on today with tech built for tomorrow. The HP 15.6"" Laptop PC empowers you to do more with the reliable power of an Intel Processor, plus fast storage, and powerful graphics in a sleek, thoughtfully designed device. Created for wherever the day takes you and built with ocean-bound and post-consumer recycled plastics, it’s easy to show some love for the planet.",https://i5.walmartimages.com/seo/HP-15-6-Laptop-Intel-Processor-N200-Pentium-4GB-RAM-128GB-UFS-Natural-Silver-Windows-11-Home-in-S-Mode-15-fd0081wm_bbf2f053-5b11-463c-b171-07686a36e316.a8d1c76f0b570f33edbd2ea1fb5a8465.jpeg,246.88,USD
laptop,1,31,6R4P0NY17JCX,Laptop Computers,"HP 15.6"" FHD Laptop, Intel Core i3-1115G4, 8GB RAM, 256GB SSD, Silver, Windows 11, 15-dy2131wm",HP,4.2,,"Make everyday productive when you work on this HP notebook computer. This HP laptop is thin and lightweight, so you can spend the workday at an outdoor café or on the road. Long battery life means you can keep going, and when you do need a charge, this fast charge laptop goes from 0 to 50% in approximately 45 minutes. The micro-edge display gives you an ultra-wide viewing experience that's ideal for seamless multi-monitor setups for the home office. Smoothly stream 4K content and play your favorite games with Intel UHD Graphics. The powerful 11th Gen Intel Core i3 processor makes you unstoppable with the ability to get tasks done fast with high performance, instant responsiveness and best-in-class connectivity. Wi-Fi 5 keeps you connected reliably for fewer interruptions, and Bluetooth 4.2 conveniently connects your accessories with wireless technology. Windows 11 Home (S mode) is the most secure Windows every built with added protection against phishing and malware. At the end of the day, know your data and personal projects are protected with the patented fingerprint reader. A simple touch of your finger locks and unlocks your computer, ensuring secure access. The 256 GB SSD laptop has storage for your photos, videos, documents and more, with up to 15x faster performance than a traditional hard drive. With HP QuickDrop, sharing files between your PC and mobile device is easier than ever. Snap a photo to share, send addresses for directions on-the-go, and view texts on your HP laptop's screen.",https://i5.walmartimages.com/seo/HP-15-6-FHD-Laptop-Intel-Core-i3-1115G4-8GB-RAM-256GB-SSD-Silver-Windows-11-15-dy2131wm_6c7e2e14-7227-4f32-a719-25deb9d90e33.3f13293deed185fa919bb764cc7835df.jpeg,369,USD
laptop,1,30,6CD4SEQ6GGO3,Laptop Computers,"KUU Yepbook Computer 15.6"" Windows 11 Pro Laptop with 16GB RAM 512GB SSD, Intel Celeron Processor and Backlit Keyboard - Great for Everyday Use",KUU,3.7,,"The KUU Yepbook gaming laptop is a sleek and lightweight device that offers both productivity and entertainment features. With its powerful Intel Celeron processor, UHD graphics, ample 16GB RAM, and a high-speed 512GB solid-state drive, it ensures seamless performance for all your tasks. The laptop comes with 7*24 hours online after-sales service, providing you with round-the-clock support whenever you need it. Whether you're working remotely, gaming, or streaming movies, the KUU Yepbook is an excellent choice for a portable device that delivers on all fronts.",https://i5.walmartimages.com/seo/KUU-Yepbook-Computer-15-6-Windows-11-Pro-Laptop-with-16GB-RAM-512GB-SSD-Intel-Celeron-Processor-and-Backlit-Keyboard-Great-for-Everyday-Use_a7f82f4b-e676-47f5-ab07-d5f3f53ac87e.4c5dab1160825b21c493b371cf33a504.jpeg,298,USD
laptop,1,28,3USEAKAO4YJ6,Laptop Computers,"KUU Yepbook 15.6in Laptop,8GB RAM, 256GB SSD, Intel Celeron N5095, Windows 11 Pro Laptops Computers, Cooling System,38000MWH Battery, Fingerprint",KUU,4.4,,"KUU 15.6-inch laptop, 8GB RAM, 256GB SSD, Intel Celeron N5095,  
Bluetooth 4.2, 2.4G+5G Wi-Fi, cooling system, 38 WHr battery, fingerprint recognition, weight 1.6 kg, Windows 11 Pro laptop, a perfect combination of high performance and low power consumption, which can handle all the complex tasks of gaming, studying, working, playing, surfing the Internet and so on!",https://i5.walmartimages.com/seo/KUU-Yepbook-15-6in-Laptop-8GB-RAM-256GB-SSD-Intel-Celeron-N5095-Windows-11-Pro-Laptops-Computers-Cooling-System-38000MWH-Battery-Fingerprint_6c09640b-2846-40a6-9c8d-b1b5699f7d80.89f66c4b7d655ac784068b8f1d1c83ea.jpeg,239,USD
laptop,1,27,2WZDH0I8JRHF,Laptop Computers,"Jumper 16"" Windows 11 4GB DDR4 128GB ROM Laptop 1920*1200 FHD 4-Core Intel Celeron, Free Office 1-Yr",Jumper,3.6,,"This 16-inch super large-screen laptop combines quad-core Intel Celeron and Intel Ultra HD graphics to produce a superior office and entertainment experience. Running Windows 11 operating system, support 2.4/5G WiFi, Bluetooth 4.2. One year of free access to legitimate office software, a laptop designed for college students and professionals",https://i5.walmartimages.com/seo/Jumper-16-Windows-11-4GB-DDR4-128GB-ROM-Laptop-1920-1200-FHD-4-Core-Intel-Celeron-Free-Office-1-Yr_97b89026-2441-4001-a56b-ab53d32ec1b7.754542640e2cdfb6566f4055a09ccdef.jpeg,259.99,USD
laptop,1,26,5A53Z8D9UYJB,Laptop Computers,"Auusda 14.1"" Laptop Intel Celeron J4125(Quad-core up to 2.7GHz), 8GB RAM, 256GB SSD, Windows 11 Pro Work Computer FHD 1920*1080P, Silver",Auusda,4.6,,"<p>The Auusda laptop is an ultra-portable, powerful, and versatile companion that can meet your daily office and multimedia needs. This Auusda Laptop Computer is 14.1 inch Screen (1920*1080) LCD 16:9 Glossy Display. With its powerful Intel Celeron Processor J4125 processor, 8GB of DDR4 RAM, and 256GB of NVME SSD storage, it can handle all your day-to-day tasks with ease. Whether you're working on documents, spreadsheets, or presentations, this laptop can keep up with your demands. Windows 11 Pro pre-installed, you can rest assured that you have a secure and efficient operating system. A durable 180-degree hinge that can be laid flat to share content easily. The laptop is also lightweight and portable, allowing you to take it with you wherever you go. The thinnest shell has a body size of 15mm and weighs 2.8 lbs, making it ultra-thin and lightweight for 14.1-inch laptops. The wifi and Bluetooth capabilities ensure that you stay connected to the internet and other devices, making collaboration with colleagues a breeze.</p><p>&nbsp;</p><p>Feature:</p><p>1) Intel Celeron J4125 processor, Up To 2.7 GHz CPU, 4 cores, 4 threads, 6MB Cache, and Intel® UHD Graphics 600</p><p>2) Windows 11 Pro operating system</p><p>3) 14.1"" 1920 x 1080 FHD IPS LCD Screen</p><p>4) 8GB RAM 256GB SSD, Enjoy laptop speed and performance</p><p>5) Bluetooth 4.2, Dual-Band WiFi 2.4G/5G</p><p>6) Lightweight design and advanced connectivity</p>",https://i5.walmartimages.com/seo/Auusda-14-1-Laptop-Intel-Celeron-J4125-Quad-core-up-to-2-7GHz-8GB-RAM-256GB-SSD-Windows-11-Pro-Work-Computer-FHD-1920-1080P-Silver_660dca74-d33d-42ef-9861-c465a9a4bccd.021b0e646b6df9c50d8603fa03064505.jpeg,219.9,USD
laptop,1,25,6FGZEZH12EDK,Laptop Computers,Jumper 16in Windows 11 Laptop 16GB RAM 512GB SSD Computer 4-Core Intel Celeron 1920*1200 IPS Screen,Jumper,3.4,,"<p><b>16"" Fullview Screen</b></p>
<p></p>
<p></p>
<p>Jumper <b>16-inch</b> laptop has high-definition display with an optimal resolution of <b>1920 x 1200</b> pixels. A stunning <b>16 : 10 widescreen </b>display with <b>93%</b> screen-to-body ratio gives you more space to stream, edit, and create.</p>
<p></p>
<p></p>
<p><b>16GB DDR4 RAM &amp; 512GB SSD Storage</b></p>
<p></p>
<p></p>
<p>Equipped with <b>16GB </b>high-speed <b>DDR4</b> memory, <b>512GB SSD storage </b>and faster, smoother and energy-efficient performance.Equipped with a TF card expansion slot that supports <b>256GB TF expansion.</b></p>
<p></p>
<p></p>
<p><b>Four Stereo Speakers</b></p>
<p></p>
<p></p>
<p>Comes with Four high quality stereo speakers and dual microphone reception for a more immersive sound experience and video entertainment.</p>
<p></p>
<p></p>
<p><b>Multiple ports, for greater versatility</b></p>
<p></p>
<p></p>
<p>With the help of AC dual band WiFi, Bluetooth 4.0, standard USB3.0 and Type-C for easy connection to various peripherals and high-speed wireless transmission. Also, HDMI output for HD audio, video.</p>
<p></p>
<p><b>Quad-core processor</b></p>
<p><b>Intel Celeron N100</b>, up to <b>2.9Ghz</b>, supports a variety of office software, video software running at the same time</p>",https://i5.walmartimages.com/seo/Jumper-16in-Windows-11-Laptop-16GB-RAM-512GB-SSD-Computer-4-Core-Intel-Celeron-1920-1200-IPS-Screen_2942dfa4-379c-493b-9965-cc663f04c964.48a041500db8e442313ac5c25f1f7ced.jpeg,329.99,USD
laptop,1,24,3YKJ2O9HIWW6,Laptop Computers,HP Chromebook Laptop Computer,HP,3.8,,"<h3>Overview</h3><p>Help students reach their potential with cloud-first learning on the durable HP Chromebook 11A G8 EE that keeps pace with active student lifestyles while the fast-booting Chrome OS makes IT management easy.</p><br><h3>Features</h3><h4>A Chromebook built to withstand students and school days</h4><p>Give students a Chromebook that can survive a fall off a desk, a splash from a soda or a tugged power cord. It resists spills and attempts to remove keys, has metal-reinforced corners, and is 122 cm drop tested—higher than most desks.</p><h4>Classroom-ready performance</h4><p>Quickly stream and access textbooks, tests, and more with AMD processors and the Chrome OS. Work continuously with long battery life and fast recharging. Easy to control and manage student interactions with HP Classroom Manager.</p><h4>Engaging discussions</h4><p>Show and share Android™ and G Suite apps in class on a lie-flat device. Bring distance learning closer and collaborate remotely in real-time with a webcam and HP Extended Range Wireless LAN.</p><br><h3>Software included</h3><p>Chrome Education Upgrade (Sold separately); Chrome Enterprise Upgrade (Sold separately); HP Classroom Manager (Sold separately)</p><br><h5>Disclaimers</h5><ol><li> Internet access required and sold separately. Some apps may require purchase.</li><li> 122 cm test on plywood and 76 cm test on concrete. Drop test is not a guarantee of future performance under these test conditions. Any accidental damage requires an optional HP Accidental Damage Protection Care Pack.</li><li> HP Total Test Process testing is not a guarantee of future performance under these test conditions. Any accidental damage requires an optional HP Accidental Damage Protection Care Pack.</li><li> Multi-core is designed to improve performance of certain software products. Not all customers or software applications will necessarily benefit from use of this technology. Performance and clock frequency will vary depending on application workload and your hardware and software configurations. AMD’s numbering is not a measurement of clock speed.</li><li> Sold separately. Internet access required and sold separately.</li><li> Based on internal testing vs. previous generation product with 802.11ac wireless LAN module.</li></ol><br>",https://i5.walmartimages.com/seo/HP-Chromebook-Laptop-Computer_fa8c83fe-0312-460d-bdc9-5c20e3d6db3b.41c4c7da1287027eb82f9a29663e0f3f.jpeg,269.41,USD
laptop,1,23,5XOOCYOFSA7B,Laptop Computers,"Auusda 15.6"" Laptop Intel Alder N95, 16GB RAM, 512GB SSD, Windows 11 Pro Work Computer, Fingerprint Reader, Backlit Keyboard, Silver",Auusda,3.9,,"<p><b>Introduction:</b><br>
The <b><font color=""red"">Auusda laptops</font></b> is an ultra portable, powerful, and versatile companion that can meet your daily office and multimedia needs. This Auusda Laptop Computer is 15.6 inch Screen (1920*1080) LCD 16:9 Glossy Display. With its powerful Intel Celeron Processor N95 processor, 16GB of DDR4 RAM, and 512GB of NVME SSD storage, it can handle all your day-to-day tasks with ease. Whether you're working on documents, spreadsheets, or presentations, this laptop can keep up with your demands. Windows 11 Pro pre-installed, you can rest assured that you have a secure and efficient operating system. A durable 180 degree hinge that can be laid flat to share content easily. The laptop is also lightweight and portable, allowing you to take it with you wherever you go. The thinnest metal shell has a body size of 18mm and weighs 3.7 lbs, making it ultra thin and lightweight for 15.6-inch laptops. The wifi and Bluetooth capabilities ensure that you stay connected to the internet and other devices, making collaboration with colleagues a breeze.</p>

<p><b>Feature:</b><br>
1) 11th generation Intel Alder N95 processor, Up To 3.4 GHz CPU, 4 cores, 4 threads, 6MB Cache, and Intel UHD Graphics<br>
2) Windows 11 Pro operating system<br>
3) 15.6"" 1920 x 1080 QHD IPS LCD Screen<br>
4) 16GB RAM 512GB SSD, Enjoy laptop speed and performance<br>
5) Bluetooth 4.2, Dual-Band WiFi 2.4G/5G<br>
6) Full size Backlit Keyboard <b><font color=""red"">(Fn+F5)</font></b><br>
7) Fingerprint Recognition device, privacy protection<br>
8) Lightweight design and advanced connectivity</p><p></p>",https://i5.walmartimages.com/seo/Auusda-15-6-Laptop-Intel-Alder-N95-16GB-RAM-512GB-SSD-Windows-11-Pro-Work-Computer-Fingerprint-Reader-Backlit-Keyboard-Silver_68786b29-4339-4648-87f9-b7caeaffecde.ab40b752412e1847dbf66487041669d5.jpeg,289.99,USD
